"campaignid","sample","family","genus","species","maxn"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB537","Serranidae","Epinephelus","rivulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB537","Serranidae","Plectropomus","spp",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Acanthuridae","Acanthurus","grammoptilus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Blenniidae","Plagiotremus","rhinorhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Carangidae","Gnathanodon","speciosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Echeneidae","Echeneis","naucrates",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Haemulidae","Diagramma","pictum labiosum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Choerodon","cauteroma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Choerodon","cyanodus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Cirrhilabrus","temminckii",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Coris","pictoides",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Halichoeres","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Labroides","dimidiatus",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Leptojulis","cyanopleura",46
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Pteragogus","flagellifer",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Labridae","Thalassoma","lunare",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Lethrinidae","Lethrinus","atkinsoni",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Muraenidae","Gymnothorax","undulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Nemipteridae","Pentapodus","emeryii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Pomacentridae","Pomacentrus","coelestis",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Rhinidae","Rhynchobatus","australiae",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Scombridae","Scomberomorus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB538","Serranidae","Epinephelus","rivulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Blenniidae","Ecsenius","sp10",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Cheilio","inermis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Choerodon","cauteroma",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Choerodon","cyanodus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Halichoeres","nebulosus",7
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Labroides","dimidiatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Leptojulis","cyanopleura",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Macropharyngodon","negrosensis",10
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Pteragogus","flagellifer",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Lethrinidae","Lethrinus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Lutjanidae","Symphorus","nematophorus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Mullidae","Parupeneus","barberinoides",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Pomacentridae","Chromis","fumea",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Pomacentridae","Pomacentrus","coelestis",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Pomacentridae","Pomacentrus","nagasakiensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Acanthuridae","Acanthurus","leucocheilus",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Blenniidae","Plagiotremus","rhinorhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Labridae","Anampses","lennardi",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Labridae","Cheilinus","chlorourus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Labridae","Cheilio","inermis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Labridae","Choerodon","cauteroma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Labridae","Choerodon","cyanodus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Labridae","Halichoeres","nebulosus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Labridae","Labroides","dimidiatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Labridae","Pteragogus","flagellifer",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Lethrinidae","Lethrinus","atkinsoni",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Lutjanidae","Symphorus","nematophorus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Mullidae","Parupeneus","indicus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Nemipteridae","Pentapodus","emeryii",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Pomacentridae","Pomacentrus","coelestis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Scaridae","Scarus","ghobban",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB540","Serranidae","Plectropomus","spp",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Acanthuridae","Acanthurus","grammoptilus",11
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Carangidae","Carangoides","fulvoguttatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Chaetodontidae","Chaetodon","auriga",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Labridae","Choerodon","cauteroma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Labridae","Choerodon","cyanodus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Labridae","Coris","caudimacula",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Labridae","Labroides","dimidiatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Labridae","Thalassoma","lunare",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Lethrinidae","Lethrinus","atkinsoni",12
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Lutjanidae","Lutjanus","lemniscatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Lutjanidae","Symphorus","nematophorus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Mullidae","Parupeneus","barberinoides",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Nemipteridae","Pentapodus","emeryii",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Scaridae","Scarus","ghobban",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Serranidae","Plectropomus","spp",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Acanthuridae","Acanthurus","grammoptilus",23
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Acanthuridae","Ctenochaetus","striatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Caesionidae","Caesio","teres",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Caesionidae","Pterocaesio","digramma",14
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Caesionidae","Pterocaesio","tile",46
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Carcharhinidae","Galeocerdo","cuvier",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Chaetodontidae","Chaetodon","lunula",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Echeneidae","Echeneis","naucrates",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Fistulariidae","Fistularia","commersonii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Haemulidae","Plectorhinchus","flavomaculatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Kyphosidae","Kyphosus","vaigiensis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Labridae","Choerodon","cauteroma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Labridae","Choerodon","cyanodus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Labridae","Halichoeres","nebulosus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Labridae","Hemigymnus","melapterus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Labridae","Hologymnosus","doliatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Labridae","Thalassoma","lunare",11
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Labridae","Thalassoma","lutescens",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Lethrinidae","Lethrinus","atkinsoni",11
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Lethrinidae","Lethrinus","punctulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Lutjanidae","Lutjanus","carponotatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Lutjanidae","Lutjanus","fulviflamma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Lutjanidae","Lutjanus","lemniscatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Nemipteridae","Pentapodus","emeryii",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Pomacentridae","Abudefduf","bengalensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Pomacentridae","Chromis","weberi",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Pomacentridae","Pomacentrus","nagasakiensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Scaridae","Scarus","rivulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Scaridae","Scarus","schlegeli",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Siganidae","Siganus","doliatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Siganidae","Siganus","fuscescens",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Acanthuridae","Acanthurus","dussumieri",9
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Acanthuridae","Acanthurus","grammoptilus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Acanthuridae","Acanthurus","olivaceus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Acanthuridae","Ctenochaetus","striatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Acanthuridae","Naso","annulatus",9
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Acanthuridae","Naso","brevirostris",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Acanthuridae","Naso","unicornis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Balistidae","Pseudobalistes","flavimarginatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Balistidae","Sufflamen","chrysopterum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Caesionidae","Caesio","cuning",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Caesionidae","Pterocaesio","digramma",37
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Carangidae","Carangoides","fulvoguttatus",7
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Carangidae","Gnathanodon","speciosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Carcharhinidae","Carcharhinus","melanopterus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Carcharhinidae","Negaprion","acutidens",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Carcharhinidae","Triaenodon","obesus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Chaetodontidae","Chaetodon","auriga",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Chaetodontidae","Chaetodon","kleinii",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Chaetodontidae","Chaetodon","lineolatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Chaetodontidae","Heniochus","acuminatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Echeneidae","Echeneis","naucrates",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Labridae","Choerodon","cyanodus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Labridae","Coris","aygula",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Labridae","Labroides","dimidiatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Labridae","Pseudodax","moluccanus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Labridae","Stethojulis","bandanensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Labridae","Thalassoma","lunare",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Labridae","Thalassoma","lutescens",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Lethrinidae","Lethrinus","atkinsoni",23
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Lethrinidae","Lethrinus","nebulosus",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Lutjanidae","Lutjanus","carponotatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Lutjanidae","Lutjanus","lemniscatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Mullidae","Parupeneus","barberinoides",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Mullidae","Parupeneus","cyclostomus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Mullidae","Parupeneus","indicus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Mullidae","Parupeneus","multifasciatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Muraenidae","Gymnothorax","undulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Nemipteridae","Pentapodus","emeryii",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Pomacentridae","Abudefduf","bengalensis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Pomacentridae","Dascyllus","reticulatus",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Pomacentridae","Dascyllus","trimaculatus",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Pomacentridae","Pomacentrus","coelestis",7
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Pomacentridae","Stegastes","obreptus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Scaridae","Scarus","ghobban",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Scaridae","Scarus","rivulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Scaridae","Scarus","rubroviolaceus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Scaridae","Scarus","schlegeli",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Scaridae","Scarus","sp3",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Serranidae","Epinephelus","bilobatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Serranidae","Epinephelus","fasciatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Serranidae","Plectropomus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Siganidae","Siganus","doliatus",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Choerodon","cauteroma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Choerodon","cyanodus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Coris","caudimacula",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Halichoeres","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Labroides","dimidiatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Leptojulis","cyanopleura",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Macropharyngodon","negrosensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Mullidae","Parupeneus","barberinoides",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Mullidae","Parupeneus","indicus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Nemipteridae","Pentapodus","emeryii",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Pomacentridae","Chromis","fumea",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Pomacentridae","Pomacentrus","coelestis",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Pomacentridae","Pomacentrus","nagasakiensis",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Balistidae","Abalistes","stellatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Elopidae","Elops","hawaiensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Choerodon","cauteroma",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Choerodon","cyanodus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Coris","caudimacula",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Halichoeres","chloropterus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Halichoeres","nebulosus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Labroides","dimidiatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Leptojulis","cyanopleura",11
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Oxycheilinus","bimaculatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Thalassoma","lunare",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Lethrinidae","Lethrinus","atkinsoni",7
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Lutjanidae","Symphorus","nematophorus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Mullidae","Parupeneus","barberinoides",11
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Nemipteridae","Pentapodus","emeryii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Pomacanthidae","Pomacanthus","sexstriatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Pomacentridae","Pomacentrus","coelestis",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Balistidae","Pseudobalistes","fuscus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Carangidae","Carangoides","fulvoguttatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Ephippidae","Platax","sp10",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Haemulidae","Diagramma","pictum labiosum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Cheilio","inermis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Choerodon","cauteroma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Choerodon","cyanodus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Halichoeres","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Labroides","dimidiatus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Leptojulis","cyanopleura",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Thalassoma","lunare",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Lethrinidae","Lethrinus","atkinsoni",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Lethrinidae","Lethrinus","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Mullidae","Parupeneus","indicus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Nemipteridae","Pentapodus","emeryii",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Orectolobidae","Eucrossorhinus","dasypogon",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Pomacentridae","Amphiprion","clarkii",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Pomacentridae","Pomacentrus","coelestis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Scombridae","Scomberomorus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Serranidae","Epinephelus","malabaricus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Serranidae","Plectropomus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB547","Atherinidae","Unknown","spp",750
