"campaignid","sample","family","genus","species","maxn"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Caesionidae","Pterocaesio","digramma",62
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Carcharhinidae","Carcharhinus","amblyrhynchos",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Echeneidae","Echeneis","naucrates",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Labridae","Choerodon","cyanodus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Labridae","Coris","caudimacula",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Labridae","Labroides","dimidiatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Labridae","Macropharyngodon","negrosensis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Lethrinidae","Lethrinus","atkinsoni",17
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Lethrinidae","Lethrinus","nebulosus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Mullidae","Parupeneus","indicus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Nemipteridae","Pentapodus","emeryii",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Pomacentridae","Pomacentrus","coelestis",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Scaridae","Scarus","sp3",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Serranidae","Epinephelus","bilobatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB550","Serranidae","Plectropomus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Acanthuridae","Acanthurus","grammoptilus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Acanthuridae","Naso","annulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Balistidae","Balistapus","undulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Balistidae","Pseudobalistes","fuscus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Carangidae","Carangoides","fulvoguttatus",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Chaetodontidae","Chaetodon","lunula",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Chaetodontidae","Chaetodon","plebeius",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Echeneidae","Echeneis","naucrates",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Bodianus","bilunulatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Choerodon","cyanodus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Coris","caudimacula",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Halichoeres","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Leptojulis","cyanopleura",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Stethojulis","bandanensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Thalassoma","lunare",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Labridae","Thalassoma","lutescens",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Lethrinidae","Lethrinus","atkinsoni",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Lutjanidae","Symphorus","nematophorus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Mullidae","Parupeneus","barberinoides",23
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Mullidae","Parupeneus","cyclostomus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Mullidae","Parupeneus","multifasciatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Nemipteridae","Pentapodus","emeryii",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Nemipteridae","Pentapodus","nagasakiensis",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Nemipteridae","Pentapodus","porosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Nemipteridae","Scolopsis","xenochrous",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Pinguipedidae","Parapercis","clathrata",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Pomacanthidae","Centropyge","tibicen",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Pomacanthidae","Pomacanthus","sexstriatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Pomacentridae","Chromis","weberi",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Pomacentridae","Pomacentrus","coelestis",31
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Pomacentridae","Pomacentrus","milleri",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Pomacentridae","Stegastes","obreptus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Scaridae","Chlorurus","sordidus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Scaridae","Scarus","chameleon",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Scaridae","Scarus","ghobban",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Scaridae","Scarus","globiceps",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Scaridae","Scarus","niger",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Serranidae","Epinephelus","bilobatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Serranidae","Epinephelus","fasciatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Serranidae","Plectropomus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Stegostomatidae","Stegostoma","fasciatum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Acanthuridae","Acanthurus","dussumieri",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Acanthuridae","Acanthurus","grammoptilus",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Acanthuridae","Naso","annulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Caesionidae","Pterocaesio","digramma",11
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Carangidae","Carangoides","fulvoguttatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Chaetodontidae","Chaetodon","lunula",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Chaetodontidae","Chaetodon","lunulatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Chaetodontidae","Heniochus","acuminatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Lethrinidae","Lethrinus","atkinsoni",28
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Lutjanidae","Lutjanus","carponotatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Lutjanidae","Lutjanus","lemniscatus",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Nemipteridae","Pentapodus","emeryii",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Pomacanthidae","Pomacanthus","sexstriatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Pomacentridae","Abudefduf","bengalensis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Serranidae","Epinephelus","bilobatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Serranidae","Epinephelus","polyphekadion",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Serranidae","Plectropomus","spp",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Siganidae","Siganus","doliatus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Balistidae","Sufflamen","chrysopterum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Carangidae","Atule","mate",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Carangidae","Carangoides","fulvoguttatus",29
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Carangidae","Gnathanodon","speciosus",17
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Echeneidae","Echeneis","naucrates",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Lethrinidae","Lethrinus","atkinsoni",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Lutjanidae","Symphorus","nematophorus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Microdesmidae","Ptereleotris","evides",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Mullidae","Parupeneus","heptacanthus",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Mullidae","Parupeneus","indicus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Nemipteridae","Pentapodus","emeryii",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Nemipteridae","Scolopsis","monogramma",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Pomacentridae","Pomacentrus","coelestis",10
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Scaridae","Scarus","sp3",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB553","Serranidae","Plectropomus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Acanthuridae","Acanthurus","grammoptilus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Acanthuridae","Naso","annulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Balistidae","Sufflamen","chrysopterum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Ephippidae","Platax","teira",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Cheilinus","chlorourus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Cheilio","inermis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Choerodon","cauteroma",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Choerodon","cyanodus",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Halichoeres","nebulosus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Labroides","dimidiatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Oxycheilinus","bimaculatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Thalassoma","lunare",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Lethrinidae","Lethrinus","atkinsoni",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Lethrinidae","Lethrinus","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Lutjanidae","Aprion","virescens",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Lutjanidae","Lutjanus","carponotatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Lutjanidae","Symphorus","nematophorus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Mullidae","Parupeneus","barberinoides",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Nemipteridae","Pentapodus","emeryii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Pomacentridae","Pomacentrus","coelestis",17
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Scaridae","Scarus","ghobban",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Scaridae","Scarus","sp3",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Scombridae","Scomberomorus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Serranidae","Plectropomus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Siganidae","Siganus","doliatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Acanthuridae","Acanthurus","dussumieri",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Acanthuridae","Acanthurus","grammoptilus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Acanthuridae","Acanthurus","mata",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Acanthuridae","Naso","annulatus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Acanthuridae","Naso","brevirostris",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Acanthuridae","Naso","unicornis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Balistidae","Balistoides","viridescens",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Balistidae","Pseudobalistes","flavimarginatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Balistidae","Sufflamen","chrysopterum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Carangidae","Carangoides","fulvoguttatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Carangidae","Gnathanodon","speciosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Chaetodontidae","Chaetodon","aureofasciatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Chaetodontidae","Chaetodon","auriga",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Chaetodontidae","Chaetodon","lunula",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Chaetodontidae","Chaetodon","plebeius",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Chaetodontidae","Chelmon","marginalis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Echeneidae","Echeneis","naucrates",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Labridae","Cheilinus","trilobatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Labridae","Choerodon","cyanodus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Labridae","Halichoeres","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Labridae","Hemigymnus","melapterus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Labridae","Thalassoma","lunare",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Lethrinidae","Lethrinus","atkinsoni",37
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Lethrinidae","Lethrinus","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Lutjanidae","Lutjanus","carponotatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Lutjanidae","Lutjanus","lemniscatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Microdesmidae","Ptereleotris","evides",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Mullidae","Parupeneus","cyclostomus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Nemipteridae","Pentapodus","emeryii",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Pomacanthidae","Pomacanthus","sexstriatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Pomacentridae","Chromis","weberi",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Pomacentridae","Pomacentrus","coelestis",237
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Pomacentridae","Pomacentrus","nagasakiensis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Scaridae","Scarus","ghobban",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Scaridae","Scarus","rivulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Scaridae","Scarus","rubroviolaceus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Scaridae","Scarus","sp3",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Scombridae","Scomberomorus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Serranidae","Epinephelus","bilobatus",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Serranidae","Epinephelus","fasciatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Serranidae","Epinephelus","malabaricus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Serranidae","Plectropomus","spp",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Siganidae","Siganus","doliatus",9
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Acanthuridae","Acanthurus","dussumieri",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Acanthuridae","Acanthurus","grammoptilus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Acanthuridae","Naso","annulatus",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Acanthuridae","Naso","unicornis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Balistidae","Abalistes","stellatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Balistidae","Sufflamen","chrysopterum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Carangidae","Carangoides","fulvoguttatus",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Carangidae","Carangoides","gymnostethus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Carcharhinidae","Carcharhinus","amblyrhynchos",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Chaetodontidae","Chaetodon","lineolatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Chaetodontidae","Chaetodon","speculum",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Chaetodontidae","Heniochus","acuminatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Echeneidae","Echeneis","naucrates",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Labridae","Cheilinus","chlorourus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Labridae","Choerodon","cyanodus",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Lethrinidae","Gymnocranius","grandoculis",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Lethrinidae","Lethrinus","atkinsoni",24
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Lutjanidae","Lutjanus","lemniscatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Monacanthidae","Cantherhines","pardalis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Mullidae","Parupeneus","cyclostomus",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Mullidae","Parupeneus","indicus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Nemipteridae","Pentapodus","emeryii",7
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Nemipteridae","Scolopsis","monogramma",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Pomacanthidae","Pomacanthus","sexstriatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Scaridae","Scarus","ghobban",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Scaridae","Scarus","rivulatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Scaridae","Scarus","sp3",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Scombridae","Scomberomorus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Serranidae","Epinephelus","bilobatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Serranidae","Epinephelus","coioides",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Serranidae","Plectropomus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Siganidae","Siganus","doliatus",5
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB556","Siganidae","Siganus","fuscescens",11
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","dussumieri",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","grammoptilus",7
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","olivaceus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Ctenochaetus","striatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Naso","annulatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Naso","unicornis",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Caesionidae","Caesio","cuning",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Caesionidae","Pterocaesio","digramma",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Carangidae","Carangoides","fulvoguttatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Carangidae","Gnathanodon","speciosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Chaetodontidae","Chaetodon","kleinii",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Chaetodontidae","Chaetodon","lunula",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Chaetodontidae","Chaetodon","plebeius",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Chaetodontidae","Heniochus","singularius",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Dasyatidae","Taeniurops","meyeni",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Ginglymostomatidae","Nebrius","ferrugineus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Anampses","lennardi",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Anampses","melanurus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Cheilinus","chlorourus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Choerodon","cyanodus",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Choerodon","schoenleinii",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Halichoeres","marginatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Halichoeres","nebulosus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Hemigymnus","fasciatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Thalassoma","lunare",16
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Thalassoma","lutescens",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Lethrinidae","Lethrinus","atkinsoni",24
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Lethrinidae","Lethrinus","olivaceus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Lutjanidae","Lutjanus","lemniscatus",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Monacanthidae","Cantherhines","pardalis",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Mullidae","Parupeneus","barberinoides",3
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Mullidae","Parupeneus","cyclostomus",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Mullidae","Parupeneus","heptacanthus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Mullidae","Parupeneus","multifasciatus",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Nemipteridae","Pentapodus","emeryii",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Nemipteridae","Scolopsis","bilineata",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Pomacanthidae","Pomacanthus","sexstriatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Pomacentridae","Abudefduf","bengalensis",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Pomacentridae","Chromis","weberi",41
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Pomacentridae","Stegastes","obreptus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Calotomus","carolinus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","forsteni",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","ghobban",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","globiceps",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","rubroviolaceus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","schlegeli",4
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","sp3",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Serranidae","Epinephelus","bilobatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Serranidae","Epinephelus","fasciatus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Serranidae","Epinephelus","fuscoguttatus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Serranidae","Plectropomus","spp",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Siganidae","Siganus","argenteus",6
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Siganidae","Siganus","doliatus",8
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Zanclidae","Zanclus","cornutus",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB558","Carangidae","Atule","mate",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB558","Carangidae","Carangoides","gymnostethus",2
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB558","Carcharhinidae","Carcharhinus","amblyrhynchos",1
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB558","Dasyatidae","Neotrygon","australiae",1
